"","ProvinceName","Total_Exp_per","Total_Exp_per_Real","Net_Inc_per_Real","Cum_Total_Exp_per_Real","Cum_Net_Inc_per_Real","Year"
"845","Esfahan",218350.128934678,17479428.710603,12827476.1786859,15019373564357.6,11022136924802,"1375"
"846","Sistan and Baluchistan",153431.393679014,13503941.1349325,7963676.14339782,3697659824117.06,2180620089608.29,"1375"
"847","Kurdistan",185274.188661403,15886606.122306,9395590.12581312,3856456612612.85,2280769435028.49,"1375"
"848","Hamadan",150570.078702692,12823860.8439962,11866353.696067,4132033093618.39,3823510467651.82,"1375"
"849","Chahar Mahaal and Bakhtiari",188231.361630249,16714480.6874265,8899212.75558575,2318154175378.37,1234243982372.75,"1375"
"850","Lorestan",197275.522952612,16873047.9733644,10597663.2640403,4520242813487.99,2839084632762.54,"1375"
"851","Ilam",191081.431452353,16260277.5996634,8107249.29727722,1238656068791.8,617584385120.727,"1375"
"852","Kohkiluyeh and Buyer Ahmad",126240.978749915,11264036.0323744,8559643.04523481,993703201422.159,755124066776.251,"1375"
"853","Bushehr",205108.879106535,17132186.512794,18058249.2053431,2109921906994.94,2223971562058,"1375"
"854","Zanjan",171542.00495868,14570046.1761173,9556440.62595913,2801394623814.91,1837424608595.34,"1375"
"855","Semnan",196991.619305099,15934774.397521,11392393.669275,1770562799109.26,1265844618845.95,"1375"
"856","South Khorasan",197028.718532766,15477794.3257148,13284660.9294006,633931422557.229,544106209447.025,"1375"
"857","Yazd",225088.352158889,18274994.8001447,12142587.919807,2244244707133.95,1491159859028.78,"1375"
"858","Hormozgan",213206.246234013,18950014.7882729,10081236.1082693,3614242058394.2,1922744016308.5,"1375"
"859","Tehran",407992.953358418,31054935.7150833,16082364.208045,80812616428375.5,41850285633498.7,"1375"
"860","Ardabil",244133.409491097,21241544.065375,13040926.9577385,4328234756555.81,2657254724160.88,"1375"
"861","Alborz",251182.545118332,18505977.7505253,10264468.2162595,1280131246903.11,710033626626.649,"1375"
"862","Markazi",145768.691321847,16131181.6330453,10834334.668873,4567431103753.76,3067665982615.7,"1374"
"863","Gilan",136135.108381818,14104636.737698,11893369.2617873,5318703393256.65,4484858747255.22,"1374"
"864","Mazandaran",166249.82223084,17108362.6589098,11838833.6156681,7977714151006.59,5520506687291.97,"1374"
"865","East Azarbaijan",168254.892692698,17187757.1288287,12222971.582339,8690715717046.22,6180350958152.12,"1374"
"866","West Azarbaijan",171742.352656179,17709230.5543349,10898989.7148885,7100153198335.18,4369726648786.89,"1374"
"867","Kermanshah",190483.059445729,20464700.9833839,7549690.25646902,5964382618624.69,2200337125777.94,"1374"
"868","Khuzestan",211269.537046698,21007903.5395464,13303539.7353549,8360598079923.43,5294462084625.27,"1374"
"869","Fars",213447.424080185,21800050.1005194,12978332.3480857,10893894954622.1,6485516713691.03,"1374"
"870","Kerman",178641.856797426,18935787.9062097,11476646.4388019,9400635674097.49,5697559165004.44,"1374"
"871","Razavi Khorasan",166351.077977801,16475295.879357,9470836.66795212,12301462899559.8,7071505528746.27,"1374"
"872","Esfahan",177640.157199395,17765405.3779437,12226241.920365,11484814108294.9,7903907212427.86,"1374"
"873","Sistan and Baluchistan",139597.702609718,14157802.5021268,10611855.7954335,5259460486862.06,3942182145850.41,"1374"
"874","Kurdistan",166581.880969583,16807635.0530157,8354026.88509707,3823348576562.85,1900348067943.84,"1374"
"875","Hamadan",123930.697738586,12867904.5811119,11719954.211854,4117721739309.12,3750378310443.49,"1374"
"876","Chahar Mahaal and Bakhtiari",162527.732500911,17377350.0084459,7074928.21657837,6227583861476.13,2535467649627.31,"1374"
"877","Lorestan",153973.712773131,16387151.8222716,9313925.64867567,5262943006282.17,2991286123749.03,"1374"
"878","Ilam",161227.885073155,16744101.4295637,7987371.46247165,4246731019741.27,2025801043941.63,"1374"
"879","Kohkiluyeh and Buyer Ahmad",148832.981876008,15769352.9633331,9245154.28664082,4514595047087.15,2646787591670.67,"1374"
"880","Bushehr",128096.581548379,13393536.9044918,9376885.05841045,1653614783121.7,1157704336262.39,"1374"
"881","Zanjan",158105.652850299,16214557.9352134,9400004.29585862,7239078634278.75,4196683655031.94,"1374"
"882","Semnan",163864.955558837,17905004.076122,9018388.9426143,6348364436785.93,3197542954862.94,"1374"
"883","South Khorasan",149361.421661744,16075131.3170692,11388825.7230656,2399274419408.15,1699825505962.38,"1374"
"884","Yazd",210321.523670898,22502120.8796586,11381984.1130952,9938935095748.9,5027295069913.17,"1374"
"885","Hormozgan",172999.646870767,18550751.4498797,9641103.18717502,7209316354852.47,3746789615176.05,"1374"
"886","Tehran",320638.567363616,29786799.7738788,14628753.9737428,55048622082865.6,27035222150651.4,"1374"
"887","Ardabil",197667.794236494,22707740.6002597,11107696.7957835,6699927936667.74,3277330377521.28,"1374"
"888","Markazi",113846.557443892,17865180.6295194,10657987.3594137,4422720932133.67,2638501382460.6,"1373"
"889","Gilan",83015.9409404215,13332238.5580895,13342453.447522,6262445509416.95,6267243667519,"1373"
"890","Mazandaran",102496.608446328,16760229.5433128,13363319.0763675,12344016470628.7,9842170141802.41,"1373"
"891","East Azarbaijan",119121.024904652,18559438.1394384,13064609.9511992,11849621058939.3,8341345036495.96,"1373"
"892","West Azarbaijan",116724.217113743,18541613.9105426,12712882.4312098,7535999988648.31,5166987206157.42,"1373"
"893","Kermanshah",122634.498044437,19051234.2281399,9778561.07068567,5831302892088.91,2993073874853.34,"1373"
"894","Khuzestan",127640.980236722,19202802.7578429,14581322.3476437,10350010141090,7859104531341.19,"1373"
"895","Fars",140279.447004615,21976054.1730051,14025130.5280082,14524878647038,9269785982709.5,"1373"
"896","Kerman",149938.911958667,23686780.7686909,17057581.274041,8027873258991.13,5781119093817.23,"1373"
"897","Razavi Khorasan",108577.867550936,16897840.2402621,10661649.3074695,20800257678341.2,13123869661347.6,"1373"
"898","Esfahan",125781.795921097,18953255.6839119,15124481.2326999,15260340631980.3,12177577263884.4,"1373"
"899","Sistan and Baluchistan",86307.7790469132,14524375.8550186,7828020.96243133,3810086067015.71,2053474372942.56,"1373"
"900","Kurdistan",128496.244791446,21064475.2762654,8229303.66033264,4685854540785.19,1830632827000.41,"1373"
"901","Hamadan",84102.7857165334,13299686.1226694,13457806.6726061,4231347962282.66,4281654643252.3,"1373"
"902","Chahar Mahaal and Bakhtiari",105027.255201267,17566751.6311577,6934622.06023189,2327557015366.27,918822589634.502,"1373"
"903","Lorestan",98903.6225023067,15644284.1624338,8987958.08756437,4056690513536.85,2330650858250.38,"1373"
"904","Ilam",100827.860809561,16316265.5418146,9670245.7416693,1134898118810.21,672625955524.403,"1373"
"905","Kohkiluyeh and Buyer Ahmad",96694.3089049322,16325256.5625826,7155097.90917624,1299648950825.4,569615274042.76,"1373"
"906","Bushehr",100588.037142922,15640722.1735781,10494813.7265672,1918430158015.99,1287253039365.3,"1373"
"907","Zanjan",95729.3903023233,15100992.4770716,10074586.442488,5114799027738.77,3412324389880.12,"1373"
"908","Semnan",106722.51244646,16298053.9638283,8731256.44310976,1737750260331.81,930954283910.948,"1373"
"909","South Khorasan",97825.5695003019,14709587.9144607,11782199.740683,620737641128.67,497203247084.066,"1373"
"910","Yazd",125254.343983595,19235005.8339508,12914054.0874873,2114513554883.71,1419648252369.91,"1373"
"911","Hormozgan",116629.051673003,19265571.1767702,12427030.865104,3176433712330.86,2048921333393.35,"1373"
"912","Tehran",225787.431223575,31741556.2935165,18502249.4980407,72920194381569.1,42505402615340.6,"1373"
"913","Ardabil",143225.321244376,23679414.9231723,12986773.7843627,4526409209950.96,2482470646162.98,"1373"
"914","Alborz",144085.459133989,19642388.7954425,12048239.8582237,1132923726466.23,694912260402.096,"1373"
"915","Markazi",90817.4207956564,19786075.6520775,14725616.8849522,18607167086012.4,13848224308904,"1372"
"916","Gilan",71852.4546013749,14905692.9561828,15561983.0768507,12884495112988.9,13451792915063.9,"1372"
"917","Mazandaran",82194.058735599,17887619.5565184,12853887.4078593,19428003838610,13960794118631.1,"1372"
"918","East Azarbaijan",94813.6087309992,19989955.6489393,12330830.0640171,6534431406906.08,4030772486871.97,"1372"
"919","West Azarbaijan",65941.918450625,13752516.3915526,12011710.3876236,2246269577459.67,1961934736071.16,"1372"
"920","Kermanshah",87839.8095850598,18771762.2703929,9619971.58973001,10188910005399,5221514281418.74,"1372"
"921","Khuzestan",104229.253023424,21449012.9754074,13611310.8712635,4518414582331.52,2867336860483.02,"1372"
"922","Fars",117929.501185552,24899715.7432309,13805619.3407786,21263411559647,11789474583002.2,"1372"
"923","Kerman",98968.5196700473,21478016.8954725,12940061.6431494,3070752281156.93,1850064836171.56,"1372"
"924","Razavi Khorasan",87602.3574003412,18428293.8520526,10888934.4693899,22642063702661.7,13378772331795.3,"1372"
"925","Esfahan",93323.9953673043,19834896.8617563,17851401.1388643,19634415605896.4,17670968069606.6,"1372"
"926","Sistan and Baluchistan",53891.9823237877,12474946.5708982,7370569.59386789,1305920968674.66,771576962594.952,"1372"
"927","Kurdistan",72200.2371887814,15992900.7984497,8336426.55252514,1306101570653.44,680815816411.839,"1372"
"928","Hamadan",71068.1069534086,15229296.9239545,12459495.3899834,12710385293769.6,10398706372553.4,"1372"
"929","Chahar Mahaal and Bakhtiari",83747.8464751493,18604783.631656,7342436.7940582,1007156089132.94,397477340914.995,"1372"
"930","Lorestan",90008.3229340335,18671700.1796406,12313127.7581296,1876974023666.46,1237778066793.1,"1372"
"931","Ilam",94920.5380152349,21752085.2185915,12691572.4873367,644134476205.23,375829687783.87,"1372"
"932","Kohkiluyeh and Buyer Ahmad",100590.369475775,22387263.0435914,8696109.71552915,7359802556971.7,2858842119085.17,"1372"
"933","Bushehr",72059.5463636959,15926426.7184727,13288318.6179878,5536137965120.44,4619113031068.77,"1372"
"934","Zanjan",82635.5238988153,17507981.852534,12480308.8995663,2190067637098.38,1561157696652.23,"1372"
"935","Semnan",84056.6531369212,18241722.510617,9986880.63539873,7355921634815.07,4027180617811.1,"1372"
"936","South Khorasan",61823.2752443609,12455724.7735603,7688213.21127112,171473788650.093,105841054716.042,"1372"
"937","Yazd",91231.6462431797,19598636.0354508,9816567.55621256,979458208937.335,490591164565.149,"1372"
"938","Hormozgan",105609.309943742,22818518.9064562,14829359.6125579,7630826979131.71,4959142084490.67,"1372"
"939","Tehran",155673.806540233,29639243.4712621,18080439.2515784,30788339808780.4,18781407430636.6,"1372"
"940","Markazi",79383.6376708712,20882063.7059924,13742680.395937,13203757085012.6,8689515375477.28,"1371"
"941","Gilan",82361.1530494166,21114955.8446723,13926735.0168026,11926724086146,7866477542655.29,"1371"
"942","Mazandaran",81025.0712042538,21343753.1292884,14776450.152155,15171805897495.1,10503561965157.6,"1371"
"943","East Azarbaijan",75231.5431201982,19701631.4096906,14060495.2607475,13133418304775.2,9372947955004.23,"1371"
"944","West Azarbaijan",57474.8777828618,15134096.1096825,11296939.183819,11051424071546.1,8249403514159.93,"1371"
"945","Kermanshah",81815.3340561035,20941749.1553833,10145434.7348922,6257507121382.42,3031510387793.43,"1371"
"946","Khuzestan",86213.728079779,23245460.727874,13891473.9102742,12331963062921.4,7369574006576.61,"1371"
"947","Fars",85306.5934293134,22112642.0774604,15298976.0461196,12454958231498.3,8617156962592.88,"1371"
"948","Kerman",81825.1473235125,21410757.8366869,22855474.3519975,3866620826582.4,4127525695490.66,"1371"
"949","Razavi Khorasan",57057.2122831827,14689188.5164966,13209611.5637309,13297007677457.9,11957658939559.9,"1371"
"950","Esfahan",85870.3172478576,22313497.0654817,18604266.2278335,19463098108330.1,16227696526600,"1371"
"951","Sistan and Baluchistan",57134.4517041781,15519327.3006506,15846111.9391114,3520862349286.91,3594999823649.85,"1371"
"952","Kurdistan",74499.6539802347,19927219.9810807,10878917.8377793,2204952525302.07,1203755334750.13,"1371"
"953","Hamadan",55354.6915307678,14185585.7741132,11128183.7275782,8536151631160.57,6696365253479.24,"1371"
"954","Chahar Mahaal and Bakhtiari",65060.3699558535,17713425.5214899,8767360.47457502,6906215274892.89,3418270438800.44,"1371"
"955","Lorestan",65165.5411602439,17554910.1374044,10044151.62087,7162890944697.2,4098292849645.6,"1371"
"956","Ilam",59079.2802152783,15719067.8011231,11726687.0795495,3502005057913.35,2612554254789.55,"1371"
"957","Kohkiluyeh and Buyer Ahmad",72482.6040343199,20336742.8917463,7000945.27845918,3886688247893.45,1337996545601.01,"1371"
"958","Bushehr",57542.8743304266,14914877.292596,16919524.0169909,2945629296370.75,3341539098671.48,"1371"
"959","Zanjan",67480.5083846643,17478227.4955791,14780518.3806549,6680345778801.34,5649255543657.31,"1371"
"960","Semnan",66328.9223492494,16903531.3935897,11071284.2640815,3680108916531.12,2410356214272.97,"1371"
"961","South Khorasan",76016.9893151398,20527857.0447614,11448777.2655044,1302735536253.59,726560447001.497,"1371"
"962","Yazd",79311.4195370677,20849132.2292717,15741314.2342256,4060007085664.5,3065348074242.6,"1371"
"963","Hormozgan",102200.468112519,26117281.0883392,17386438.2271956,5364878631927.31,3571433435774.13,"1371"
"964","Tehran",135977.065257527,31450896.6730134,16834191.9236877,21264333920248,11381801990084.3,"1371"
"965","Markazi",60939.2611921255,19664406.1562858,11229502.8762461,11714910983212.5,6689885549322.89,"1370"
"966","Gilan",76827.8378575029,25438916.3332448,12482359.4915687,16124478115007.1,7911953866620.45,"1370"
"967","Mazandaran",77181.6257951456,25743203.2816926,14951449.4089673,17637058875681.2,10243464677539,"1370"
"968","East Azarbaijan",56412.4826545366,18260328.0235204,17033535.5281026,11508715475656.5,10735519848543.6,"1370"
"969","West Azarbaijan",47409.9686486525,15503100.5977348,11489945.6597516,10853331429938,8043822432235.42,"1370"
"970","Kermanshah",54798.5272294416,17531122.8920394,9415780.28902001,4904410821786.87,2634107069434,"1370"
"971","Khuzestan",61508.8417306718,20619561.2015438,16250292.9515568,10633530148361.6,8380293757519.46,"1370"
"972","Fars",62714.4510298663,20325964.3808185,12432591.8381841,10709692644984.9,6550697171011.08,"1370"
"973","Kerman",85098.5841503713,26685940.0240382,23125944.5823735,4621080189925.14,4004612327189.85,"1370"
"974","Razavi Khorasan",42256.7685013347,13493203.6483956,10122782.8140901,11705954122953.7,8781964187760,"1370"
"975","Esfahan",68452.5118040047,22186820.4874661,15153683.5956143,18600372814605.4,12704126062237.2,"1370"
"976","Sistan and Baluchistan",40709.0663755477,13729511.5795709,9011338.9404419,2965125163665.44,1946154289303.4,"1370"
"977","Kurdistan",40683.1267321068,13774654.5547231,6923537.80704257,1472023002674.66,739881125248.241,"1370"
"978","Hamadan",44396.5403319488,14268939.8415348,10539594.2664028,8225971060631.9,6076022352681.39,"1370"
"979","Chahar Mahaal and Bakhtiari",52915.1224263878,18021263.2919606,6917025.00255597,6707654625530.58,2574570605935.45,"1370"
"980","Lorestan",45501.8834255718,15139393.9447006,8345701.12403033,5765588212481.59,3178322474556.3,"1370"
"981","Ilam",46218.2816609252,15256188.3761445,10705332.107922,3189913352954.49,2238375732976.02,"1370"
"982","Kohkiluyeh and Buyer Ahmad",44433.4284214174,16109896.8155067,6945956.28535159,2672583919394.52,1152313468276.18,"1370"
"983","Bushehr",43463.4138148912,14314033.9740479,11766060.651397,2754492087847.29,2264178010766.54,"1370"
"984","Zanjan",46343.282165078,14952132.6675642,12537635.2968672,5480629631338.09,4595607666321.94,"1370"
"985","Semnan",54674.0166706544,17119360.8517592,9758388.06891407,3540647039344.23,2018241692792.07,"1370"
"986","South Khorasan",153082.58077877,45771624.5892476,11659144.7193373,2948370318803.52,751021545370.365,"1370"
"987","Yazd",56373.8448930082,18436481.5403922,11249072.6067964,3517486583225.54,2146204625944.83,"1370"
"988","Hormozgan",71434.1050689995,23129385.6437556,13851314.5926554,4416677175093.25,2644980975659.14,"1370"
"989","Tehran",104865.366549529,30407382.8771168,16332352.7941059,19436128083342,10439494319238.5,"1370"
"990","Markazi",42483.8659230131,16457488.4578019,9153347.79124758,9730252126634.22,5411784552665.88,"1369"
"991","Gilan",53591.2089104379,21046439.1383454,11646231.6972117,12810697218171.7,7088911669329.62,"1369"
"992","Mazandaran",48268.2376727884,19395490.032727,14891079.5366617,13016561241335.7,9993593789664.35,"1369"
"993","East Azarbaijan",40171.5594630655,15661189.8379072,10549458.8734511,9721562756625.77,6548495200438.85,"1369"
"994","West Azarbaijan",35048.1424954669,13843994.8547445,9503320.5061615,9621811606062.89,6604969194349.49,"1369"
"995","Kermanshah",54855.9965894124,20925195.193651,8122742.37445081,5832498923115.06,2264059461012.81,"1369"
"996","Khuzestan",44126.6959471279,17833359.0950715,12159608.3406096,7643322778560,5211570681254.01,"1369"
"997","Fars",49015.9854594659,18725218.9349643,9696344.83966345,9712440006647.44,5029322640556.69,"1369"
"998","Kerman",46300.9191745541,17967128.8225165,13382706.2012478,3032382560384.81,2258651635232.93,"1369"
"999","Razavi Khorasan",34129.214027755,12926883.7228963,8657933.00809984,11055653630252,7404654558928.09,"1369"
"1000","Esfahan",50922.25944225,19855472.1310777,12613579.4195641,16278307362935.3,10341115103331.2,"1369"
"1001","Sistan and Baluchistan",28593.1565094613,11491518.8238802,5930070.21506442,2488587729035.53,1284207962037.29,"1369"
"1002","Kurdistan",35775.7769577936,14535720.9243008,6150939.90990239,1534765836428.82,649451959404.542,"1369"
"1003","Hamadan",37717.3850727614,14507130.5005473,10169280.1944249,8266384838938.38,5794611389133.03,"1369"
"1004","Chahar Mahaal and Bakhtiari",38057.0606066119,15300580.7679115,6967142.38137624,5628792001207.29,2563078872784.24,"1369"
"1005","Lorestan",35630.2399525138,14233387.5423732,7111192.19047975,5359547115500.54,2677701951049.46,"1369"
"1006","Ilam",35298.0142482781,13536814.7184136,9489264.85344176,2748581229704.76,1926746860499.52,"1369"
"1007","Kohkiluyeh and Buyer Ahmad",33202.8181680147,14289787.4751647,7569023.92570071,1608009098888.02,851731305548.171,"1369"
"1008","Bushehr",41800.3909841541,16157195.6584273,10913013.0373031,3062827528712.98,2068717706864.06,"1369"
"1009","Zanjan",35297.8666742542,13636437.086974,9195957.17991525,4938023612739.16,3330038000874.65,"1369"
"1010","Semnan",41869.8234811202,15826065.7493188,9497164.05538663,3216212762862.15,1930037491929.73,"1369"
"1011","South Khorasan",41410.25504582,16944736.6107266,13343187.5350062,1088560818968.69,857190730339.5,"1369"
"1012","Yazd",42644.6644106184,16858125.5327905,11473639.9951933,3169631821074.13,2157251371842.98,"1369"
"1013","Hormozgan",53096.1634087347,20618798.7128665,13830892.8698558,3882467268586.66,2604321891412.38,"1369"
"1014","Tehran",79856.4322338327,27911877.2675492,14777556.6431211,17482527844658.5,9255882111152.17,"1369"
"1015","Markazi",21885.4746898607,9018826.97893156,8348275.20385703,9347024544061.57,8652071207632.43,"1368"
"1016","Gilan",21145.18852814,8840686.36916569,9410581.39681748,2394513098985.64,2548870017869.05,"1368"
"1017","Mazandaran",22748.158859449,10038490.3408947,11803350.8750398,4234035019271.6,4978417994394.8,"1368"
"1018","East Azarbaijan",23109.2001664243,9680291.52873589,9167012.11027302,4825237678073.5,4569388442335.64,"1368"
"1019","West Azarbaijan",22875.0670939145,9255936.47435249,9822308.31366557,10230851953028.9,10856878984916.3,"1368"
"1020","Kermanshah",22588.6339802991,9320975.43113861,6472098.97001483,1678221713673.51,1165287592995.62,"1368"
"1021","Khuzestan",30005.1149430349,12468814.8279794,9486470.86571272,3675747531952.55,2796566662722.18,"1368"
"1022","Fars",24270.8693419554,10062519.4075926,8492689.37795776,3901270822006.1,3292642719832.98,"1368"
"1023","Kerman",24770.1323611323,10517087.2586488,9408688.31094836,2197537010421.46,1965937932655.8,"1368"
"1024","Razavi Khorasan",19795.3301892288,8148395.48099849,8649411.75190558,5822858076505.99,6180885205443.87,"1368"
"1025","Esfahan",27683.4810144344,11355152.4725017,11893624.4002106,5295797815371.02,5546929490203.7,"1368"
"1026","Sistan and Baluchistan",17973.3148260419,7837789.11841236,7620590.4452676,1014484617469.97,986371496599.878,"1368"
"1027","Kurdistan",21712.363597908,9309656.51914642,6765782.32976271,5423901701158.99,3941814417384.76,"1368"
"1028","Hamadan",27319.9226318983,11101158.0905114,8653150.35255553,9575262951654.54,7463742909556.59,"1368"
"1029","Chahar Mahaal and Bakhtiari",19141.9184393237,7889070.14586402,6407186.40064113,4432664079045.23,3600032003867.87,"1368"
"1030","Lorestan",12482.5201830577,5405011.29073069,4881994.40770249,855118126277.137,772372468040.792,"1368"
"1031","Ilam",21588.794336103,9692993.24638742,7834316.65010586,428066055430.857,345982395753.447,"1368"
"1032","Kohkiluyeh and Buyer Ahmad",16632.7358857295,7385146.75776363,6380268.24472001,335701479519.113,290023415882.655,"1368"
"1033","Bushehr",38744.8797111798,15569485.9351141,9490952.87419622,1036839768429.35,632043820924.226,"1368"
"1034","Zanjan",24290.5224245881,10364689.2468281,9593422.618816,2056148939599.37,1903144925531.04,"1368"
"1035","Semnan",24296.7019228098,9561500.96597699,9983280.82521488,573842607459.544,599156128324.127,"1368"
"1036","South Khorasan",19226.7788334491,8234343.35178611,9175986.70133386,184712185124.71,205835059563.191,"1368"
"1037","Yazd",18293.6195363279,7808519.03451622,10208596.7645486,484216171653.27,633048036565.094,"1368"
"1038","Hormozgan",31896.7295872331,14140134.9096485,13919817.9007047,1285516555179.82,1265486961106.31,"1368"
"1039","Tehran",46667.2621482617,17804057.8291363,12883785.8089825,23145938281421.5,16749401402063.9,"1368"
